instance_id,text,source,scores,users,man_score,woman_score,white_score,black_score,asian_score,nonwhite_score,label
2249,"I am so sorry for the typo. I strive for accuracy but in this case, I dropped the ball.



I have fixed the issue. I appreciate your understanding.



",revised,"[4.0, 5.0, 4.0, 5.0, 5.0, 5.0]","['5bdc5b74c562d50001a6bb95', '6290d34243e9347c40bac608', '63b4a733232fda6d87ba6a02', '60f780f13d153d16a6d4a3a0', '5f45beae060bdc1f49704285', '6044dfc230e44b5793804ba6']",4.5,4.75,4.75,4.5,,4.5,4.666666666666667
225,"Hi Jeff,

I apologize for the delayed response. We held a workshop today to talk

about our proposed Transport Options program, and it occupied a lot my time. I've attached an additional copy of what I'd sent to you before. I'll stand behind these numbers today as representing the dollar value of the risk Transwestern faced in the proceeding. What's not clear from my original note is that these cost impacts were annual, and such impacts would continue year to year thereafter until conditions/circumstances changed. Please let me know if you have any other questions, or if there's anything else in the document that I can help clarify.",revised,"[3.0, 5.0, 5.0, 4.0, 4.0, 3.0, 4.0]","['5f6c954679e95605af7b3e8a', '5cb62e9293342300017a72a1', '5c7d6064f066ff001468d0f5', '6063a680ba3790e15ab14ba9', '60c2670ee246bb9e550f9088', '63b6dfb29118fec2d923f8c3', '597b81f3de42bf000181db0b']",4.2,3.5,4.0,3.0,,4.0,4.0
2250,"Attached is a draft press for Coburg Power regarding our decision not to renew our exclusivity agreement.  Any thoughts?
They do not have a planned release date yet, but we expect it to be sometime this week or next once they have received approval from us.
Eric",enron,"[4.0, 3.0, 2.0, 4.0, 5.0, 3.0, 5.0]","['5d4a36e8a61675000169036f', '61640652141bd74963f8f1cb', '61313473de5462f652bb133c', '5d3a2d1da46f450019cdf5d3', '5ffa4ec324c6e04131793275', '5d32058c1f845b0016baaa65', '5e01451c6e8aabd0d17df3a9']",3.6666666666666665,4.0,4.333333333333333,4.0,,3.25,3.7142857142857144
2251,"just tell them you don't have a husband you have a ""life partner""",enron,"[1.0, 3.0, 1.0, 3.0, 2.0, 2.0, 2.0]","['615b1bbb04fb28394b341ee9', '5dcec32a367c6d000a4282c2', '6234b2b5e6b80ea7060d458a', '60f780f13d153d16a6d4a3a0', '63acbf912d16917452e0bf4e', '61086dd335b5043ec71b99b5', '640e04b278799b47b29d4ddd']",1.75,2.3333333333333335,1.8333333333333333,3.0,,3.0,2.0
2252,I got in trouble the last time I exposed myself.,enron,"[1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0]","['5c7d6064f066ff001468d0f5', '558af269fdf99b7dfef4d7bd', '5d47abcc2dc88900166f27c9', '5fd66ce8aec66457ff73d743', '6167abbd7db521535e811eb0', '62ff8aa20b2d8c0e359e9799', '63bd61cff50297c9332e3f39']",1.3333333333333333,1.5,1.25,2.0,1.0,1.6666666666666667,1.4285714285714286
2253,"Sounds good! We may want to consider diesel installation for Lincoln Electric as well. I believe diesel installations could be a primary solution to cover OPPD short for May-Oct 02. 

Let me know your thoughts,

Thanks.",revised,"[3.0, 3.0, 5.0, 4.0, 5.0, 4.0]","['630e2acdb76b29b94ceecff1', '5727d93522e522000e7a0a3c', '604fe63ed8fccadd22fba2b2', '5f47e6376aa63923f3804e3b', '63336fbfcaa4a5d476a28b53', '5eaa0cc0fb0fca17a3006d9c']",3.5,5.0,4.0,,4.0,4.0,4.0
2254,"Susan, Thanks to you and Walt and all others who worked on this. Having a

check of that magnitude come to us by June certainly

exceeded my expectations. And this did not just happen...you folks did an

excellent job of making it happen.

Now Walt, if you can just assure us that in Mr. Todoroff's situation that

justice will be served!

Thanks again.

Walt Zimmerman

06/08/00 03:26 PM",revised,"[5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0]","['5d6315fdfb93530001804285', '63f93660b863689518fb98d8', '610c54c190d4d2399972b294', '6400f34a0d001f6bd0faadaa', '5e665d52e8177d3de2db564f', '63fc00a210518ac818a9c529', '6414c2c73672920c13630f62']",4.0,5.0,4.5,5.0,,5.0,4.571428571428571
2255,"Here you go, let me know if you have any questions. 

DB",revised,"[3.0, 2.0, 3.0, 4.0, 3.0, 4.0, 5.0]","['5ef571b16317d90009f5493a', '613254f907b5038999e2688f', '6413580ef32ce40b25518cad', '63d4226c0fe4674cfaf0d049', '6426e41f68bf7666679d4afb', '5e40b0eec193742f691c1984', '6387f4bcdf5c22093c240bf6']",3.3333333333333335,3.5,3.1666666666666665,,,5.0,3.4285714285714284
2256,"Hello,



I hope this message finds you well. I wanted to reach out to you regarding a potential job opportunity that has come to my attention. A colleague shared a business plan with me and I believe that you may be a good fit for the company. If you are interested, please give me a call after reviewing the business plan.



I would like to emphasize that this opportunity should be kept confidential at this stage.



Also, I wanted to apologize for the inappropriate comments in my previous message regarding the photos. It was unprofessional and disrespectful. I hope we can continue our professional relationship in a respectful manner.



Thank you,

Ben",revised,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0]","['60074f7584626422668a08b2', '6412285c18716831333d53b3', '62cc4627b5f80e3f1419b735', '63fb73b8e64f455117b045b9', '62858e3a433a7a27305f1992', '5e9c4666d28cb0023c8d43a5', '5ebb96b6cd673a0008ace9ce']",4.5,5.0,4.666666666666667,5.0,4.5,4.75,4.714285714285714
2257,"Tana,



Please call me regarding important changes concerning CPs.

It is somewhat urgent.



Thank you,

Leslie

",revised,"[2.0, 4.0, 4.0, 3.0, 5.0, 3.0, 4.0]","['608590825d295c858cbe7fa9', '5bf408f7f35e0c000101693a', '63e4057033c01ca76a0d8d2a', '5de7f88b762dc2775b2265b8', '5c5c8a688089970001788f30', '5783027f913c71000197300d', '5d4345e9be616d0001f786cd']",3.6666666666666665,3.5,3.6,4.0,,3.5,3.5714285714285716
2258,What's going on? I'm so cold and I don't have a heater. ,revised,"[2.0, 2.0, 3.0, 3.0, 1.0, 4.0, 1.0]","['6369dfcfb205120e7442ea69', '5e064785e297d502d4f2b15f', '62699ca4c48ff1d410fcd8f7', '62f975cbc3507ecf77180d00', '60ff8ef5687d522fc499537b', '5db5f139d27e05000f0eab30', '63ef5d25e9b2814388fe79d4']",2.0,2.3333333333333335,2.1666666666666665,,3.0,3.0,2.2857142857142856
2259,"Just a reminder:

Do not sell below $15 for El Paso unless you have ramped down four corners. If needed the instructions are on the general dispatch. If you have any questions see me or another group member with questions or concerns.



Thanks

B",revised,"[2.0, 4.0, 3.0, 4.0, 3.0, 2.0, 4.0]","['5d4c7ac3e8ec490018b0050d', '5d321a7348bf98001646aeb2', '55132578fdf99b1b0568bdb8', '6174b5852985c94f3684a05d', '5ab3ba93fa3b4e000172b6de', '63f8b3967c2e7bd04e14a0e5', '62c9990351a1fcfc4ea73063']",3.6666666666666665,2.75,3.6666666666666665,3.0,,2.75,3.142857142857143
226,"

Please understand that I have been under enormous stress over the past few weeks and I will request some additional alone time to myself during this time. ",revised,"[3.0, 4.0, 4.0, 1.0, 2.0, 4.0, 5.0]","['608590825d295c858cbe7fa9', '6272dd2385466cf877e99971', '5fb9b9c1c62f408e51e09e32', '614795c351b6c8373e6225fb', '61071a0d2b914a0ea66eae94', '614dd661c1fb4b13a7e99d64', '627a9c07dd6b4cb9de3a9222']",4.0,3.1666666666666665,3.5,,,2.0,3.2857142857142856
2260,"Gerald,

Dave Gutierrez with Hanover has informed me that Hanover's methodology for this Operating Lease will take the investment

of equipment, packaging and installation to GE Capital for the resulting Operating Lease structure.

-MK

",revised,"[2.0, 3.0, 4.0, 3.0, 3.0, 5.0]","['63915e2f380a036b2edf35c9', '612d384d2854531514c9be92', '5feffaf65312ca38b5f63206', '5a16f199fe645f0001ea039c', '62cc4627b5f80e3f1419b735', '6307a5e6e8a35c5eaeddb421']",4.0,3.25,3.25,3.0,,3.5,3.3333333333333335
2261,"I found it to be very disrespectful that you criticized me for something BEFORE checking the facts. I told your wife that I was going to get the title company's number from you and set it up. If you have any disagreements or something you'd like to say to me, I'd like to meet in person to squash any rumors. ",revised,"[1.0, 3.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0]","['611465b0cdf9e7bb34a05898', '60fb534aa3d839c152fa8f36', '5fdd6ae284b3a9449c87a064', '5f276d8f38b9f857f5cebf21', '5d8a1d20d1afcb0019d7390b', '5e2d96d3bc554937d1b3917a', '5deaf334789cb321c7f002c2', '639a21660463f7343d9cee2b']",2.0,1.0,1.8333333333333333,1.0,1.0,1.0,1.625
2262,"(Again, I don't understand what the message is trying to convey, but I'll give it a whirl.  It just seems like a sarcastic rant.)



George Bush said taxes would be raised ""not over my dead body"".  Was this a malaprop, or did he mean taxes would rise during his lifetime?",revised,"[2.0, 4.0, 2.0, 3.0, 2.0, 3.0, 2.0]","['61640652141bd74963f8f1cb', '607cf097a3821b079390ebb5', '574ce0a57fd0ec000db73aa6', '62f975cbc3507ecf77180d00', '638e1da5ecf3d22cdf23925b', '5facc4201f33582f15dcf9bf', '568d286ab5a2c2000cb6a91c']",2.6666666666666665,2.5,2.6666666666666665,,,2.0,2.5714285714285716
2263,"I haven't checked my home voicemail, since I am still in DC. Would you be able to do a phone call now instead?

Jim",revised,"[4.0, 4.0, 4.0, 4.0, 2.0, 3.0, 3.0]","['60fe1f50d7381139258f29a7', '5ef571b16317d90009f5493a', '5da8826d8d163e0015d33c0c', '5fb16308dc5973607fa3041c', '63acbf912d16917452e0bf4e', '568d286ab5a2c2000cb6a91c', '63fb4b7f05faed13656528f0']",3.0,3.5,3.3333333333333335,4.0,,4.0,3.4285714285714284
2264,"Here you go senorita!
Give me a shout if you have any questions.
DB",enron,"[2.0, 4.0, 4.0, 1.0, 4.0, 3.0, 3.0]","['57f433b5b0aca300010a9981', '574ce0a57fd0ec000db73aa6', '5f8461c7c4a37809c686303d', '5aea7d94a110a00001f7e50e', '5f0bcb67acb8844f8a226f2b', '63fd0b886bb6d681c03d7374', '5e26762aa8c1118a9d578c4d']",2.3333333333333335,3.5,2.8,3.0,4.0,3.5,3.0
2265,"Elise,
Thanks for the email.  In August i changed jobs and am now the CEO for Enron 
Global Markets.  I am no longer in the technology sector (although I enjoyed 
it very much and it was a difficult decision to leave).  Please remove me 
from your email list for further HTC events.
Thanks and good luck,
mike",enron,"[5.0, 4.0, 3.0, 5.0, 5.0, 4.0, 4.0]","['608590825d295c858cbe7fa9', '5ff0f1b0dd8cf14ba8957c5b', '5f15ba922eed6a21fe83e78a', '5e13ad514c81b2a01ae4aa9f', '5f47e6376aa63923f3804e3b', '61086dd335b5043ec71b99b5', '5d520a2a08c3b00019384072']",4.0,4.4,4.4,4.0,4.0,4.0,4.285714285714286
2266,Whose your buddy I tell you everything ,revised,"[1.0, 3.0, 4.0, 2.0, 3.0, 1.0]","['63804d105c37525d499b9c6c', '5bacb6b9f2d97e0001c52a63', '63fb73b8e64f455117b045b9', '632b9d9bc38454f47019295c', '5e9c4666d28cb0023c8d43a5', '61006c1e2e5f5734d322b8df']",3.0,1.0,2.25,,1.0,2.5,2.3333333333333335
2267,"Hi,



I see you called but I'm in DC and have not yet had a chance to check my home voicemail. Would you like to connect on a call right now? I'm available.



Thanks,

Jim",revised,"[5.0, 4.0, 5.0, 4.0, 5.0, 3.0, 4.0]","['5e34325430e5263f0bebb32d', '609800dd75479749cf47d10c', '5c7d6064f066ff001468d0f5', '574ce0a57fd0ec000db73aa6', '6324f7f3c58b003e512334e0', '60fccc55d3d53b24bb3c8379', '6400d8ec79eae4c9ff56d8c0']",4.666666666666667,4.333333333333333,4.285714285714286,,,,4.285714285714286
2268,"Hello Mike,



I hope this message finds you well. I wanted to update you on a few things. Firstly, it has been quite warm in my area lately. Secondly, I recently had to switch phone numbers due to unforeseen circumstances. My new number is 713-665-8145.



I am really excited about attending Matt and Jen's wedding, and I even purchased a new outfit for the occasion. Regarding the stag party, I hope Matt has a good time, but please make sure to drink responsibly.



Thank you for your time and I look forward to speaking with you soon.



Best regards,

Chris",revised,"[5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0]","['57f433b5b0aca300010a9981', '5b07b71c68eff50001d1c859', '5de197e923a5111f4fda41de', '5ca419ef2fd4860001a501db', '62858e3a433a7a27305f1992', '63ed1d16cb4f814893353e97', '62c9990351a1fcfc4ea73063']",4.4,5.0,4.6,4.0,5.0,4.5,4.571428571428571
2269,"Schroeder, you are pretty harsh.  It's actually ""When 2+ a possible 2 in
the distant future definitely equal 4 in this fiscal year""  Let me know
what you set up for lunch, I should be in.",enron,"[4.0, 3.0, 3.0, 1.0, 3.0, 2.0, 1.0]","['6333a507e85e0b8a172bd2a1', '57f433b5b0aca300010a9981', '6369700320bc7dd22e733009', '63ff85248ee53feba08a05fe', '62699ca4c48ff1d410fcd8f7', '6044dfc230e44b5793804ba6', '5fecec76827f81eea8e1796d']",2.5,2.25,2.3333333333333335,,3.0,3.0,2.4285714285714284
227,"Hello,

Do you happen to know how much vacation time I have before I fill out my timesheet for the 2nd part of August?

Thanks So Much!",revised,"[5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0]","['63804d105c37525d499b9c6c', '63cef7a6faef5bdf3066bb02', '559e82dffdf99b7a9a124180', '5d4254db5b2c430001418a3c', '57a2caf8275be6000135b3aa', '640606633093306c279c0b97', '5bd47734506cd3000101d181']",4.333333333333333,4.5,4.333333333333333,4.0,5.0,4.5,4.428571428571429
2270,"Can you smell whats cookin' in the WWF ?
I can and it's  the Rock whoopin ass on the WCW",enron,"[1.0, 2.0, 3.0, 2.0, 1.0, 1.0, 1.0]","['5ab8026547a9f7000153a324', '558af269fdf99b7dfef4d7bd', '5d321a7348bf98001646aeb2', '63d698af12a4d488c5fdf05a', '62f975cbc3507ecf77180d00', '5c5c8a688089970001788f30', '63b48736ce3bb3afbc79ff7c']",1.5,1.6,1.5714285714285714,,,,1.5714285714285714
2271,"Lorraine,

I will be in a meeting during this time. Could you please  sit in on this and decide if we should participate further for our group?

Thanks, Kim.",revised,"[4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0]","['5d8a64630ffb9c001746ca2c', '6108486c59c7eb367ebefa5f', '5d321a7348bf98001646aeb2', '5ede22703409e1042973a050', '5ded9996838b4f45b83bb3f9', '5d32058c1f845b0016baaa65', '5ed1d52eea444913b2d4576d']",4.0,4.666666666666667,4.4,4.0,4.0,4.0,4.285714285714286
2272,A halloween date sounds like fun but I wanted to make sure I did not misinterpret your reasons for wanting one.  Would you like to talk about it?,revised,"[5.0, 2.0, 5.0, 4.0, 5.0, 5.0, 4.0]","['5dceca2541afe801a32e27ac', '615b1bbb04fb28394b341ee9', '5d418aa2ba5255001983bb82', '5c003b5c2c8cc1000138e25f', '5ef8e0fc2ce3c6644665e347', '5c1150e31e7d6900018207ef', '6111502e4dba0ac8447e8c28']",3.6666666666666665,4.75,3.75,5.0,,5.0,4.285714285714286
2273,"This is a don't worry, be happy, thing.  Isn't it.  I can tell, I grew up in New York.  
Enjoy the heck out of the holidays.  I'll be around next week by cell phone!!",enron,"[2.0, 4.0, 4.0, 5.0, 3.0, 2.0, 3.0]","['6412285c18716831333d53b3', '610d7f845082b557c0ca5b25', '63ed27a5e1566867a961b6fc', '609c297aff4c80dac255f75d', '5f47e6376aa63923f3804e3b', '616d6463aa6ae2ee832b3804', '63336348c3ae085755192b6a']",4.0,3.0,3.6666666666666665,3.0,3.5,3.0,3.2857142857142856
2274,"Motorcross...white trashyness...sounds like fun.  i think i'm going to go home and pass out.  i'm so fucking tired.  went to the Dynegy bar last night and i think i had a few too many beers.  only thing is my roommates gone for the weekend so i'll probably get a little lonely.  oh well...i hope there's some good tv on.  sure wish i had some motorcross to attend!
Mat",enron,"[5.0, 1.0, 2.0, 4.0, 2.0, 1.0]","['5c983e85b18d000017e1b7e9', '5ef571b16317d90009f5493a', '59ea4e1116ecc200016ff81e', '6290d34243e9347c40bac608', '5d8de6eaafa2c40019f2375e', '63bd61cff50297c9332e3f39']",2.0,2.0,3.0,1.0,2.0,1.5,2.5
2275,"Dear Sara and Carol,

Attached is a draft of a letter that needs to be forwarded by ENA to Counterparties that satisfy either of the following criteria:

(i) in Default

or

(ii)  over the

Collateral Threshold and for which ENA does not desire to call such default

or demand such collateral.



Thanks",revised,"[3.0, 2.0, 3.0, 1.0, 4.0, 5.0, 3.0, 3.0]","['5e65531ade78962d424730a3', '609800dd75479749cf47d10c', '614e7b3a166756f594091945', '5f45beae060bdc1f49704285', '6174b5852985c94f3684a05d', '60cc67809f92d570ba4dc2c5', '640e04b278799b47b29d4ddd', '639a21660463f7343d9cee2b']",2.75,2.6666666666666665,2.5,4.0,3.0,3.5,3.0
2276,"What's up team!,



Our game this week is at 6:00 a-clock, please let me know who will be attending. I'm assuming that everyone will leave and come back to run your books, and the jerseys will be done and I will have them for you. The jerseys cost 25 dollars, so please try to bring some cash on Wednesday. Our shirts are black, with red numbers. Everyone, please try to wear black shorts, so at least we'll look good if we play like shit. 



Best, Bryan",revised,"[2.0, 3.0, 3.0, 4.0, 2.0, 3.0, 2.0]","['63ed27a5e1566867a961b6fc', '60e9c78a617cbabf4732fee6', '614e5da8098985493c989460', '63acbf912d16917452e0bf4e', '63e2efb080652555c6d566cb', '57a2caf8275be6000135b3aa', '63bb9d1d25b272b93b81523a']",2.6666666666666665,3.0,2.6666666666666665,3.0,,3.0,2.7142857142857144
2277,"Ok, were you cute a dinner last nite when you had alfredo sauce all over your chin?",enron,"[3.0, 4.0, 4.0, 1.0, 3.0, 1.0, 1.0]","['60dfd857e293a99dd577f4c8', '5b06efd1732c5d000154de23', '5c7d6064f066ff001468d0f5', '63f018abf8a9cc18acee5799', '631f3e52174dc4e4047bbdce', '55b1add5fdf99b6731f04c5a', '6111803025c0b80658532a61']",2.6666666666666665,2.25,3.0,1.0,,1.0,2.4285714285714284
2278,"oh, so that is how it works, don't ever complain that I do not have free 
time.  I will let you know when I am avaliable. 
I will have to check my agenda.................sp",enron,"[1.0, 1.0, 2.0, 2.0, 1.0, 3.0, 5.0]","['614e049f538645ead4ff4d49', '63da9d744c860382808770bd', '5e2b74daae56b71b9d24d89b', '5a7618b18fe2dc0001057243', '63d461113c2fbc554ca3816c', '5fb0a3d6a8e4224b973e750b', '63ecfe2832fb4c511dbeef17']",3.0,1.5,2.2,1.0,,2.0,2.142857142857143
2279,"Damn!  And to think I wont be getting all those visits from Virgina all the 
time now!",enron,"[3.0, 4.0, 3.0, 3.0, 1.0]","['5d8a64630ffb9c001746ca2c', '63cc88cff0f86e1bdec22290', '5e40b0eec193742f691c1984', '60ef9d89ec035587753dc4ed', '637d69bd2bc2aeda148b4d83']",3.0,2.6666666666666665,3.5,1.0,3.0,2.3333333333333335,2.8
228,"Hi Kam,
 
Attached is a listing of all the indexes currently mapped in the EOl database for Nat Gas. I'll call you to go over this in detail.
 
Thanks,
Torrey Moorer 
EnronOnline Product Control Group 
(713) 853-6218",enron,"[2.0, 3.0, 5.0, 5.0, 4.0, 4.0, 3.0]","['63ed45bfc7e379e069b9db52', '5727d93522e522000e7a0a3c', '5ef764821269f404a08607d7', '5e72e0d8adc903240ac70891', '622a0d9a4f5132ad78e5f1b6', '611b09935cd6e67f2b5e9ea2', '63bc9e8cd8106f8d94c636d4']",4.0,3.6,3.6666666666666665,4.0,,4.0,3.7142857142857144
2280,Who will take care of the boys during book club?,revised,"[2.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0]","['5e82279d39ea6d067ea804eb', '5fa6ce1ded47dd36825f00d7', '6115ddc1b0981cea63afacce', '64029de99a8a72fc5a205b7e', '568d286ab5a2c2000cb6a91c', '5d520a2a08c3b00019384072', '63fb4b7f05faed13656528f0']",2.6666666666666665,2.5,2.6666666666666665,2.0,,2.0,2.5714285714285716
2281,"I am hitting the road so call me do not email me if you need me for rest of 
today.  Happy Thanksgiving.",enron,"[2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0]","['63ed45bfc7e379e069b9db52', '6162fa4fec3fe9d88d067ada', '60ff8ef5687d522fc499537b', '63b9ff9f64549294f0abe3c1', '628e3b1e391943aad37fbd4f', '63ef5d25e9b2814388fe79d4', '61006c1e2e5f5734d322b8df']",3.0,2.4,2.5,3.0,,3.0,2.5714285714285716
2282,"This message and any attachments (the ""message"") is intended solely for the addressees and is confidential. If you receive this message in error, please delete it and immediately notify the sender. Please do not use, share, or discuss the message in any way. The internet can not guarantee the integrity of this message. BNP PARIBAS (and its subsidiaries) shall (will) not therefore be liable for the message if modified. 



We appreciate your understanding in regards to this email.",revised,"[3.0, 3.0, 4.0, 2.0, 3.0, 3.0, 3.0]","['5f6c954679e95605af7b3e8a', '6234b2b5e6b80ea7060d458a', '610a8b75ec5600f95b8b1c12', '5c21923289f03500017369fd', '6266b47e6da251268380b62b', '63d15786c6072d713438b806', '611f1751f8fd84c3ba826634']",2.6666666666666665,3.25,3.25,3.0,,2.6666666666666665,3.0
2283,"Oh, god... what I would have given just to watch you listen to this.  I was
laughing mostly thinking about how hard you must have been laughing.",enron,"[3.0, 3.0, 4.0, 2.0, 1.0, 4.0, 4.0]","['63f018abf8a9cc18acee5799', '5fa6ce1ded47dd36825f00d7', '5be769f53b047e0001a39b01', '5d6315fdfb93530001804285', '5c8ec999bb6a3c00014acf5f', '5c0e8c65a2f251000137e916', '6101f6f45269e30a22fc4526']",3.0,3.0,3.6,2.0,,1.5,3.0
2284,Hey there! Could you please do me a quick favor and forward this message to Don? I've been having some trouble with my email and it doesn't seem to be going through. Thank you so much!,revised,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0]","['57d435c8ca054400014bac35', '60f6ce6de6cf393bcde0c14d', '611c2ed2d1d6a90e05ceeb30', '5d32058c1f845b0016baaa65', '5cbb78d664170f00011d7c4f', '601736d3f57edd250d376de9', '6344e676138c37d41771acd0']",4.5,4.8,4.666666666666667,5.0,,5.0,4.714285714285714
2285,"Have you ever seen the Netflix Documentary ""Last Chance U""?  



Get the fuck out of here.  I'm a big fan of the ""pencil lady"", and Ollie.  When he touched her hair in that one scene you'd know he'd go straight Blind Side for that ""sweet meat"" blonde version of Sandra Bullock. 



I'd put Ollie from Last Chance U up against any back you got.  Fuck Raymont.  Fuck Wayne.  Fuck your line.  



Ollie. ",revised,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0]","['5bf408f7f35e0c000101693a', '63804d105c37525d499b9c6c', '5c696229bd58280001b4f554', '5c75419284e176001254c7a5', '63c16f0c495b7a4849e44651', '5ded9996838b4f45b83bb3f9', '611148bec42f89c1ba59b7e1', '5d27dc6b46dea800184f8bfa']",1.0,1.1428571428571428,1.0,1.0,1.0,1.25,1.125
2286,How has the girl from New Years doing? Is she involved? Or did that not work out? ,revised,"[3.0, 4.0, 4.0, 4.0, 3.0, 3.0, 2.0]","['5f5118e954b2e12ef9c52231', '601373dbd735b324b32818bd', '5d8de6eaafa2c40019f2375e', '62699ca4c48ff1d410fcd8f7', '63d570d979c31656fece7c7d', '5f0bcb67acb8844f8a226f2b', '568d286ab5a2c2000cb6a91c']",3.0,3.0,3.1666666666666665,,4.0,4.0,3.2857142857142856
2287,"Name Correction from Alpine Press, Inc. to Alpina Press Inc. as per password 
application.",enron,"[3.0, 3.0, 5.0, 3.0, 3.0, 2.0, 2.0]","['5fed6c9c0d786daf31f29f3d', '5e975ea254955d0bfe9f7929', '62685fb139dc07380edf7988', '5d6315fdfb93530001804285', '60eeed7cce4ddb957b239f03', '5dcecc2d1986eb01a449f4e4', '615f69f97b6fb976c2aee3bd']",2.0,3.1666666666666665,2.3333333333333335,4.0,3.0,3.5,3.0
2288,"No further need for consternation, it's been fixed.",revised,"[3.0, 4.0, 2.0, 3.0, 1.0, 3.0, 4.0]","['5484949efdf99b0379939cc6', '61006be07e74dd9f144d12f1', '610d7f845082b557c0ca5b25', '5de197e923a5111f4fda41de', '638e415e46b2a8da60722496', '5fd66ce8aec66457ff73d743', '622a0d9a4f5132ad78e5f1b6']",3.0,2.8,2.75,3.0,,3.0,2.857142857142857
2289,"Hey,
Put on your web site that I will take all OU/UT action at even money, for all you OU bitches.  So BRING IT!!!!!
Paul ""This year I will win"" Lucci",enron,"[1.0, 3.0, 1.0, 2.0, 1.0, 2.0]","['57027c1f68c641000e0c8970', '63ea83120de8f45e197c3abd', '60f780f13d153d16a6d4a3a0', '5d076df10eb3440018758980', '5e3cc28a194a520c0c128f13', '6174b5852985c94f3684a05d']",2.0,1.3333333333333333,1.5,2.0,,2.0,1.6666666666666667
229, Did you tell his nibs that it is his issue?,revised,"[1.0, 1.0, 1.0, 1.0, 4.0, 3.0]","['614e049f538645ead4ff4d49', '5e9c8deb90dd470441c7f98e', '5e700a1e8ec5e3011f03c08e', '62685fb139dc07380edf7988', '60f780f13d153d16a6d4a3a0', '62d861584f36d506a5729d6f']",3.0,1.6,1.6666666666666667,2.5,,2.0,1.8333333333333333
2290,"G, 



I think Heather's mom will be at the house next weekend and it is Heather's birthday. Would it be possible to reschedule? I am really to hear about you and Barb. I am here if you need anything. No Le Hace is scheduled for Aug 31st and i really hope you can make it. 



GT",revised,"[4.0, 2.0, 4.0, 4.0, 3.0, 3.0]","['63d1b87e756b5709b1e90ff3', '5ea96c3da01cad04cfea50b6', '5d321a7348bf98001646aeb2', '5cb5f1e080ba1c0001790399', '55132578fdf99b1b0568bdb8', '63b9ff9f64549294f0abe3c1']",4.0,3.5,3.6,,,2.0,3.3333333333333335
2291,How can you be on vacation this week if you are responding to this email?,enron,"[2.0, 1.0, 3.0, 3.0, 1.0, 2.0, 2.0]","['5f4c80a4acc80f89fd507fdc', '5d4c7ac3e8ec490018b0050d', '6369700320bc7dd22e733009', '62b369fdab5263ee3bb43c03', '5b15d20c444cef0001cb1153', '5e665d52e8177d3de2db564f', '60fccc55d3d53b24bb3c8379']",2.0,2.0,2.4,,,1.0,2.0
2292,"It is probanly too late to respond-- but her goes:
1. We like AAA. I don't know how good ASP is.
2. I' d like a more neutral forum. The question to ask yourself--are we going 
to get ""hometowned""
3. We do't usually provide for ""loser pays"" on attorneys fees",enron,"[1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 3.0]","['60fe1f50d7381139258f29a7', '60dfa0f80964725cfdab1685', '5c983e85b18d000017e1b7e9', '61644b17ec9f97f7485d5624', '5afa1dfb3aba4900015f26a6', '5d4254db5b2c430001418a3c', '628e3b1e391943aad37fbd4f']",2.6666666666666665,1.3333333333333333,2.1666666666666665,2.0,,2.0,2.142857142857143
2293,"Hey there! I've attached the press draft for Coburg Power with our decision not to renew the exclusivity agreement, get back to me with any feedback you have! There's no planned release date yet, but it should be sometime this week once we give the go ahead.

Thanks in advance!

-Eric",revised,"[2.0, 4.0, 5.0, 5.0, 2.0, 4.0, 4.0]","['630e2acdb76b29b94ceecff1', '631f3e52174dc4e4047bbdce', '5fd66ce8aec66457ff73d743', '6400f34a0d001f6bd0faadaa', '5de7f88b762dc2775b2265b8', '5fecec76827f81eea8e1796d', '615f69f97b6fb976c2aee3bd']",3.4,4.5,3.7142857142857144,,,,3.7142857142857144
2294,"I heard that your boss has revoked your eating privileges, so please let me know when you get them back so we can go out for lunch some time soon. ",revised,"[3.0, 4.0, 5.0, 4.0, 5.0, 4.0, 2.0]","['5e790129bd76c94a7b3aa7b6', '62b369fdab5263ee3bb43c03', '6345fd111f4b746641e67b9f', '642d964d8bab7323494e3570', '5c12521fbf739a0001cfeb03', '6111803025c0b80658532a61', '5d5a2bd93296320016eee507']",3.75,4.0,4.0,3.5,,3.6666666666666665,3.857142857142857
